trajectory_id,style,data_label,attack_type,crashed,mean_speed,lane_changes,action_entropy_bits,min_front_gap,min_ttc,clean_return,return,clean_mean_reward,mean_reward,n_poisoned_transitions,poisoned_transition_fraction,global_anomaly_score,global_flag,global_dominant_feature,style_anomaly_score,style_flag,style_dominant_feature
normal_007,normal,clean,,False,23.186355274484757,5,1.001600305732005,17.648507006314958,3.862406611701602,118.9952217004672,118.9952217004672,0.7880478258309087,0.7880478258309087,0,0.0,1.9336141717757542,False,lane_changes,3.2095607707782463,True,lane_changes
cautious_007,cautious,clean,,False,20.07812738425856,0,0.0574590202894357,21.49606577892257,6.921136430475735,111.04792626728111,111.04792626728111,0.7354167302468949,0.7354167302468949,0,0.0,1.9152264123484173,False,mean_speed,2.4874303827381588,False,mean_reward
normal_000,normal,clean,,False,21.3023190713279,2,1.241678052755055,11.51425321049635,3.223730621364564,107.63667372244004,107.63667372244004,0.7128256537909936,0.7128256537909936,0,0.0,1.9148517147576067,False,action_entropy_bits,3.041551410530943,False,mean_reward
cautious_003,cautious,clean,,False,20.07812738425856,1,0.1148543449617538,16.49286713571837,6.132765956601652,107.0479207678356,107.0479207678356,0.7089266276015603,0.7089266276015603,0,0.0,1.813196816497641,False,mean_speed,4.0131154633514585,True,action_entropy_bits
normal_006,normal,clean,,False,21.170842616046624,1,0.2990556959189268,9.494008298823871,2.805421993292783,108.57397727451198,108.57397727451198,0.7190329620828607,0.7190329620828607,0,0.0,1.7103735028773472,False,min_front_gap,2.932689110461529,False,mean_speed
normal_014,normal,clean,,False,21.914884882880703,1,1.169468850737091,11.507244906359348,4.87733873819574,109.03393085726098,109.03393085726098,0.7220790122997416,0.7220790122997416,0,0.0,1.6593862121492093,False,action_entropy_bits,2.49250280956769,False,mean_reward
aggressive_017,aggressive,clean,,False,24.27530749474791,2,1.1250353045524732,11.572010160823195,2.0147857597630923,121.21662118220183,121.21662118220183,0.8027590806768333,0.8027590806768333,0,0.0,1.654332829247378,False,action_entropy_bits,1.6139073122792917,False,lane_changes
normal_009,normal,clean,,False,22.0118158674443,1,1.2308206336676304,12.737802789207308,3.3674818868282905,112.26181024749168,112.26181024749168,0.7434556970032562,0.7434556970032562,0,0.0,1.6370952238712786,False,action_entropy_bits,2.145784185879554,False,action_entropy_bits
aggressive_000,aggressive,clean,,False,23.32247063600267,1,1.0116358183973917,11.590081067846768,2.173008580329418,122.3584831276597,122.3584831276597,0.8103210803156271,0.8103210803156271,0,0.0,1.4707085910662163,False,action_entropy_bits,2.356111871966435,False,lane_changes
normal_019,normal,clean,,False,24.76838802917073,1,0.1721855465231943,19.44422414489088,4.790651400797922,125.52787076278238,125.52787076278238,0.8313104024025324,0.8313104024025324,0,0.0,1.4143527062208427,False,action_entropy_bits,2.378270687435515,False,mean_speed
normal_012,normal,clean,,False,24.04117745945721,0,0.6199591993626794,16.31144702650056,5.092720716433928,127.00580790341436,127.00580790341436,0.8410980655855256,0.8410980655855256,0,0.0,1.3546588458062558,False,lane_changes,2.0868702247009474,False,mean_reward
normal_015,normal,clean,,False,23.058259827818308,1,1.1029776165813308,12.723014574251124,3.295646084690906,115.903917803778,115.903917803778,0.7675756145945564,0.7675756145945564,0,0.0,1.330479718717914,False,action_entropy_bits,1.3410696553159864,False,action_entropy_bits
