trajectory_id,style,step,behavior_action,clean_policy_action,poison_policy_action,action_changed,clean_q_margin,poison_q_margin,mean_abs_q_shift,max_abs_q_shift,speed,front_gap,ttc
aggressive_003,aggressive,32,IDLE,LANE_LEFT,LANE_LEFT,False,1548961371.4141355,23904733.953606736,1586478618.306108,3159237398.28836,20.01831791073692,11.792959217969553,18.002249549261556
aggressive_003,aggressive,33,IDLE,LANE_LEFT,LANE_LEFT,False,186941074.75543118,1688991.4314373545,1374107252.590924,1955746351.1599047,20.012865254180113,11.664783248800688,18.989121749008735
aggressive_003,aggressive,34,IDLE,LANE_LEFT,FASTER,True,31353734.42951107,591831.0479445904,1362203588.1115174,1815035640.3351946,20.009035679204686,11.544253725784984,19.87563540174697
aggressive_003,aggressive,35,IDLE,FASTER,FASTER,False,68711433.98786211,2042961.776592102,1366061587.6536155,1803964375.741804,20.006346046300134,11.430004339038248,20.65900272687987
aggressive_003,aggressive,36,IDLE,FASTER,FASTER,False,132436531.88101792,2952230.1913185306,1379183714.3286161,1829035889.069211,20.00445703114632,11.320931880873161,21.33995555026858
aggressive_003,aggressive,37,IDLE,FASTER,FASTER,False,172903864.1453414,3515851.8882045634,1397178203.9204712,1855563248.7188551,20.003130315427867,11.216140989069572,21.922120227886264
aggressive_003,aggressive,38,IDLE,LANE_LEFT,LANE_LEFT,False,474221699.6746731,7091998.644203924,1276510586.5344462,1876652545.3570042,20.002198520574854,11.114902047445753,22.411292776810722
aggressive_003,aggressive,39,IDLE,LANE_LEFT,LANE_LEFT,False,442438938.0867801,6641300.802660752,1297089510.9289286,1876368529.7943134,20.001544091267938,11.016618599228536,22.814719913180724
aggressive_003,aggressive,40,IDLE,LANE_LEFT,LANE_LEFT,False,1316340843.1910708,20240229.722249456,1744438355.42752,2970788088.403658,20.001084464649086,10.920801803121208,23.140456829221364
aggressive_003,aggressive,41,IDLE,LANE_LEFT,LANE_LEFT,False,1296859119.4093091,19961016.17439024,1762225801.557853,2979181200.986963,20.00076165418427,10.827050203838041,23.396838847512445
aggressive_003,aggressive,42,IDLE,LANE_LEFT,LANE_LEFT,False,1280803263.5983272,19732012.222480856,1778849884.4733138,2988963260.647994,20.000534934077294,10.735033574638408,23.59207791576833
aggressive_003,aggressive,43,IDLE,LANE_LEFT,LANE_LEFT,False,1266949340.2511656,19534837.27815441,1794077223.4945915,2998881707.5882435,20.00037570129983,10.64447991925988,23.733977507572973
aggressive_003,aggressive,44,IDLE,LANE_LEFT,LANE_LEFT,False,1254487121.574567,19357345.218609788,1807810211.4861999,3008174643.019403,20.00026386703088,10.555164951538643,23.829749818867136
aggressive_003,aggressive,45,IDLE,LANE_LEFT,LANE_LEFT,False,1242880322.2987192,19191520.62351174,1820035509.537049,3016397795.332567,20.000185322249397,10.466903536432369,23.885915278588925
aggressive_003,aggressive,46,IDLE,LANE_LEFT,LANE_LEFT,False,1231776617.5541468,19032122.982598916,1830793027.827573,3023316772.1399083,20.000130157738948,10.379542696807505,23.90826434171618
aggressive_003,aggressive,47,IDLE,LANE_LEFT,LANE_LEFT,False,1220945775.7309513,18875753.739462696,1840153374.4600048,3028830266.8864713,20.000091413940112,10.292955879589954,23.901863645431504
aggressive_003,aggressive,48,IDLE,LANE_LEFT,LANE_LEFT,False,1210239564.14939,18720251.69165091,1848204271.0353367,3032922782.4274073,20.000064202931878,10.207038241667703,23.871091676729584
aggressive_003,aggressive,49,IDLE,LANE_LEFT,LANE_LEFT,False,1199565354.0632455,18564294.085584983,1855041394.6796138,3035632284.416368,20.000045091771085,10.121702766447811,23.819692343380176
aggressive_003,aggressive,50,IDLE,LANE_LEFT,LANE_LEFT,False,1188866901.9358108,18407106.026517645,1860762293.6463046,3037027757.1859794,20.00003166939204,10.036877060555412,23.75083782080595
aggressive_003,aggressive,51,IDLE,LANE_LEFT,LANE_LEFT,False,1178113182.1037557,18248291.320489153,1865463043.1445954,3037196534.309494,20.000022242426233,9.952500709915967,23.667194564591572
aggressive_003,aggressive,52,IDLE,LANE_LEFT,LANE_LEFT,False,1167290372.4069948,18087711.02073594,1869236011.5828857,3036235256.6449423,20.000015621566845,9.868523097614343,23.570988381000774
aggressive_003,aggressive,53,IDLE,LANE_LEFT,LANE_LEFT,False,1156394710.5084114,17925375.493380006,1872167727.35881,3034241372.1988487,20.000010971525686,9.784901604106153,23.464065968123364
aggressive_003,aggressive,54,IDLE,LANE_LEFT,LANE_LEFT,False,1145431027.3403347,17761421.007959645,1874340195.7715402,3031314205.3641753,20.000007705653157,9.70160012475742,23.347951448193264
aggressive_003,aggressive,55,IDLE,LANE_LEFT,LANE_LEFT,False,1134407957.8712363,17596038.46904034,1875828216.5310345,3027547303.145899,20.000005411926495,9.61858785119091,23.223897188215226
aggressive_003,aggressive,56,IDLE,LANE_LEFT,LANE_LEFT,False,1123337780.575573,17429469.819374923,1876701404.298844,3023031200.409725,20.00000380096895,9.535838272175113,23.092928728303644
aggressive_003,aggressive,57,IDLE,LANE_LEFT,LANE_LEFT,False,1112234029.8760824,17261972.608109247,1877023119.6886115,3017849977.537187,20.00000266954198,9.453328357302496,22.955883971315476
aggressive_003,aggressive,58,IDLE,LANE_LEFT,LANE_LEFT,False,1101110668.342854,17093807.328415614,1876850722.7649562,3012080886.0034127,20.000001874904655,9.371037892833328,22.813446986982278
aggressive_003,aggressive,59,IDLE,LANE_LEFT,LANE_LEFT,False,1089982081.4139197,16925236.698774107,1876237071.8168614,3005796491.4533873,20.000001316805466,9.288948944119284,22.66617689016113
aggressive_003,aggressive,60,IDLE,LANE_LEFT,LANE_LEFT,False,1078863077.710133,16756526.898047976,1875230039.4050937,2999063948.4708595,20.000000924834566,9.207045423181057,22.514532296832236
aggressive_003,aggressive,61,IDLE,LANE_LEFT,LANE_LEFT,False,1067766462.1077507,16587910.664311338,1873871973.5715861,2991941818.9200735,20.000000649540873,9.125312743471227,22.358891865358657
aggressive_003,aggressive,62,LANE_LEFT,LANE_LEFT,LANE_LEFT,False,1056705133.2099197,16419618.368557695,1872201963.9852052,2984485521.368534,20.000000456193316,9.043737546732814,22.199571409999276
aggressive_003,aggressive,63,IDLE,LANE_LEFT,LANE_LEFT,False,2594186471.845251,39725333.22572206,2277677613.613506,4804967321.775031,20.000000320399145,9.071392953982297,22.30506123096345
aggressive_003,aggressive,64,IDLE,LANE_LEFT,LANE_LEFT,False,2562445078.7356267,39238410.62508819,2244400579.6613545,4771473115.050034,20.00000022502656,9.0953737523688,22.398824383756097
aggressive_003,aggressive,65,FASTER,LANE_LEFT,LANE_LEFT,False,2144083748.418037,32891474.875292674,2122295670.9109273,4293531089.8725476,20.000000158043346,17.00381262163927,inf
aggressive_003,aggressive,66,SLOWER,LANE_LEFT,LANE_LEFT,False,1730617250.4168758,26635021.282537915,2207854992.891527,3998411402.5997934,21.48834030304279,17.163265678709877,54.21745775562739
aggressive_003,aggressive,67,LANE_LEFT,LANE_LEFT,LANE_LEFT,False,1339794788.3626795,20698877.867857456,2024582781.082634,3485743856.9314,21.045308964551314,17.14614918689773,inf
aggressive_003,aggressive,68,FASTER,LANE_LEFT,LANE_LEFT,False,2634362329.9163322,40312529.51965986,2278808513.6686983,4951422008.607481,20.73415389554221,17.347008960924768,inf
aggressive_003,aggressive,69,SLOWER,LANE_LEFT,LANE_LEFT,False,2508887442.286419,38416258.0137693,2397116251.0713015,4967882496.914933,22.003959937609896,17.4792584385155,20.923849433554313
aggressive_003,aggressive,70,FASTER,LANE_LEFT,LANE_LEFT,False,1893455586.222103,29071393.89447192,2137758003.0693862,4189583046.219251,21.40744511393178,64.5779002540379,61.12720831541827
aggressive_003,aggressive,71,FASTER,LANE_LEFT,LANE_LEFT,False,1398948108.5935721,21578978.3247258,2139373942.591519,3747636281.6136856,22.47683387974358,64.32804925712958,30.399515862886325
aggressive_003,aggressive,72,FASTER,LANE_LEFT,LANE_LEFT,False,965959860.3811827,15014309.60178309,2107648394.5845094,3330917504.9627156,23.227899789339798,63.86820937348807,22.350399046672155
aggressive_003,aggressive,73,IDLE,LANE_LEFT,LANE_LEFT,False,625806478.2213173,9869849.677609146,2275985940.6349297,3174951139.4467907,25.2437375749547,63.15926637153643,12.984943758941865
aggressive_003,aggressive,74,IDLE,LANE_LEFT,LANE_LEFT,False,348622547.8317375,5670744.272722885,2375864125.604707,3017876592.268795,26.65952488117532,62.08793479381711,9.901409349964807
aggressive_003,aggressive,75,IDLE,LANE_LEFT,LANE_RIGHT,True,4324939.398747921,1037580.3911818638,2435709527.6106176,2888454486.4634385,27.653877557149194,60.763846555301484,8.374369627096142
aggressive_003,aggressive,76,IDLE,LANE_RIGHT,LANE_RIGHT,False,295969227.69617844,6137645.29551062,2468843579.67794,3093809954.4449816,28.352243222579407,59.263342510137136,7.458799173529059
aggressive_003,aggressive,77,IDLE,LANE_RIGHT,LANE_RIGHT,False,394036424.6429219,7860400.696193151,2482552914.0763903,3223328237.352633,28.84272775028897,57.639668463086196,6.839713112288974
aggressive_003,aggressive,78,IDLE,LANE_RIGHT,LANE_RIGHT,False,449371753.2447901,8860946.758870944,2481630591.5837655,3297135525.9070015,29.187210710765367,55.93006062502582,6.382420253200261
aggressive_003,aggressive,79,IDLE,LANE_RIGHT,LANE_RIGHT,False,476255349.3516631,9411580.511257127,2469632342.8032165,3332812234.6151614,29.429152104131504,54.16060784259548,6.020056132337978
aggressive_003,aggressive,80,IDLE,LANE_RIGHT,LANE_RIGHT,False,484197299.67050934,9660746.458131708,2449313864.0835676,3342360373.9865746,29.599075277524456,52.34960651695985,5.716032856304166
aggressive_003,aggressive,81,IDLE,LANE_RIGHT,LANE_RIGHT,False,547008253.6987143,10928037.392163977,1968985667.5313098,3133265255.2845697,29.718417753213334,50.509892766647795,5.4489623290211995
aggressive_003,aggressive,82,IDLE,LANE_RIGHT,LANE_RIGHT,False,539980292.8132844,10932243.444083892,1938453065.2732162,3117806344.4213276,29.802235788265058,48.65047190037035,5.205758872347733
aggressive_003,aggressive,83,IDLE,LANE_RIGHT,LANE_RIGHT,False,473950507.78501177,5209790.704398889,1473566908.95243,2328443176.1787205,29.861103873239657,46.77766009937909,4.978159786792058
aggressive_003,aggressive,84,IDLE,LANE_RIGHT,LANE_RIGHT,False,445551959.9214027,4861098.137745276,1471813018.8467364,2283381224.119938,29.902448810834986,44.89588541497426,4.760833011702783
aggressive_003,aggressive,85,IDLE,LANE_RIGHT,LANE_RIGHT,False,417903848.33774996,4527057.426049925,1469832639.7493908,2237770918.927562,29.93148668195818,43.00825008543063,4.550286276981459
aggressive_003,aggressive,86,IDLE,LANE_RIGHT,LANE_RIGHT,False,390770890.85323167,4203116.115305066,1467701951.3342714,2191781239.125503,29.951880906944567,41.116925395593285,4.3442095680383765
aggressive_003,aggressive,87,IDLE,LANE_RIGHT,LANE_RIGHT,False,363973384.9667897,3885852.395011466,1465462036.1571836,2145509847.3547742,29.966204422984386,39.2234289757763,4.141065200098461
aggressive_003,aggressive,88,IDLE,LANE_RIGHT,LANE_RIGHT,False,337382673.8727875,3572825.946367942,1463135367.1481907,2099016491.0912585,29.976264286101515,37.32881954776167,3.9398258084190125
aggressive_003,aggressive,89,IDLE,FASTER,FASTER,False,319724523.15236795,4823968.518241454,1158925785.4955268,2215950222.7673283,29.983329649497907,35.43383369496212,3.739803827980657
aggressive_003,aggressive,90,IDLE,FASTER,FASTER,False,118322901.80144978,2616876.066783428,913491556.0086437,1348696697.8439,29.98829188003145,33.538981915336535,3.5405390847223472
aggressive_003,aggressive,91,IDLE,FASTER,FASTER,False,112587113.51806498,2542961.1150969267,910742458.6412303,1330374700.257248,29.991777013135945,31.64461607762587,3.341724034051959
aggressive_003,aggressive,92,IDLE,FASTER,FASTER,False,198761787.29700947,3686078.615672786,741624427.9553868,1179922205.66402,29.99422473350563,29.75097679340888,3.143153740893709
aggressive_003,aggressive,93,IDLE,FASTER,FASTER,False,192816808.19565487,3607735.7181824036,702514414.086032,1161164257.524121,29.995943845754297,27.858226683533985,2.944692285214445
aggressive_003,aggressive,94,IDLE,LANE_RIGHT,LANE_RIGHT,False,572851388.9179296,7831949.649158943,1009412707.8981575,1755060199.2367768,29.9971512332321,25.966473737852994,2.746250148269819
aggressive_003,aggressive,95,SLOWER,LANE_RIGHT,LANE_RIGHT,False,538060939.8088975,7409278.502020165,974650624.8960419,1706484126.8270986,29.997999220047785,24.07578771729402,2.5477689735262543
aggressive_003,aggressive,96,SLOWER,LANE_RIGHT,LANE_RIGHT,False,582954178.3587348,8114087.299840029,975767546.8272396,1710277598.7402687,28.510254596247552,22.293207554247715,2.8021430934043496
aggressive_003,aggressive,97,SLOWER,LANE_RIGHT,LANE_RIGHT,False,811938517.9236851,11271961.702578638,1318623748.2428112,2062838860.7602954,27.465363996267143,20.777580565336848,3.009174712283774
aggressive_003,aggressive,98,IDLE,LANE_RIGHT,LANE_RIGHT,False,171218207.42719316,464847.90438583866,1249585029.5928612,1669683194.0741994,25.24316373949078,19.556788341871425,4.181922223905036
aggressive_003,aggressive,99,LANE_RIGHT,LANE_RIGHT,LANE_RIGHT,False,255400255.5466795,1917968.138409093,1234313558.9317043,1700625156.3282938,23.682441474100518,18.734083722694095,6.024120728573709
aggressive_003,aggressive,100,IDLE,LANE_RIGHT,LANE_RIGHT,False,2533083757.8240113,38328525.72833231,1856447293.6870925,4068921396.630971,22.586296343949883,18.270781889404475,9.099645357885468
aggressive_003,aggressive,101,IDLE,LANE_RIGHT,LANE_RIGHT,False,2708469597.885881,41292329.99870518,1997616401.2965603,4313220507.6246605,21.816438584502524,18.020362476999708,14.623940831281903
aggressive_003,aggressive,102,FASTER,LANE_RIGHT,LANE_RIGHT,False,2440193499.1996646,37196358.00518994,1991941643.007676,3985159937.7676616,21.27574287416364,40.063312014239614,59.205023681528374
aggressive_003,aggressive,103,FASTER,LANE_RIGHT,LANE_RIGHT,False,2020234665.7738419,30491935.182712883,1957123790.6069508,3572810595.1849585,22.384335187341268,39.879953881145866,22.235013816228065
aggressive_003,aggressive,104,FASTER,LANE_RIGHT,LANE_RIGHT,False,1286212359.1751528,19096710.236379076,1887236905.4424305,3117005104.7869315,23.16293500126026,39.479638330710486,15.300019052791733
aggressive_003,aggressive,105,IDLE,LANE_RIGHT,LANE_RIGHT,False,674219348.6159759,9523110.09183338,1819671427.1052303,2714719141.1679277,25.19811072790844,38.822998476830094,8.3965628419114
aggressive_003,aggressive,106,IDLE,LANE_RIGHT,LANE_RIGHT,False,169435594.13311243,1605050.5307382047,1743373730.1799045,2358108721.769323,26.627479688188096,37.79742625667427,6.23602379056415
aggressive_003,aggressive,107,IDLE,LANE_LEFT,LANE_LEFT,False,196473930.60922956,4148398.9178109244,1671605935.6651878,2268776568.7840047,27.63137119389891,36.513353264001694,5.162276505110841
aggressive_003,aggressive,108,IDLE,LANE_LEFT,LANE_LEFT,False,450927968.3136959,8157985.089396231,1606021878.2928178,2300280407.9570756,28.33643628432955,35.047786610525236,4.501237780401311
aggressive_003,aggressive,109,IDLE,LANE_LEFT,LANE_LEFT,False,1117116528.5950208,18640677.646376424,1602131734.7339897,2695250984.559991,28.83162603234119,33.45448323597441,4.035743715645264
aggressive_003,aggressive,110,IDLE,LANE_RIGHT,LANE_RIGHT,False,218590500.50811028,2101723.9617782272,1373394986.4445317,1943382332.0747433,29.17941361942207,31.77105515007156,3.6748776812633093
aggressive_003,aggressive,111,IDLE,LANE_RIGHT,LANE_RIGHT,False,202496743.75742388,1927819.7930253,1328812651.9814832,1857737567.402012,29.423675957673662,30.02386259073944,3.3742535769049344
aggressive_003,aggressive,112,IDLE,SLOWER,SLOWER,False,78665131.41201663,2059379.6870768499,828985280.2182115,1072891365.3652517,29.595229204840763,28.23139681853536,3.109959659357366
aggressive_003,aggressive,113,IDLE,SLOWER,SLOWER,False,126932560.31020379,2724334.3437662087,784899897.002907,1055946140.5291729,29.715716533440975,26.406633837822483,2.8682423005887623
aggressive_003,aggressive,114,SLOWER,SLOWER,SLOWER,False,33683944.02576828,1054598.1909680702,935237145.5871086,1227965360.5701854,29.800338635283648,24.5586796510446,2.640834104987631
aggressive_003,aggressive,115,LANE_RIGHT,LANE_RIGHT,LANE_RIGHT,False,26484993.34868908,88256.70743866637,945002588.5768204,1221551034.4779499,28.37143125002089,22.800919157165595,2.8938166219235577
aggressive_003,aggressive,116,SLOWER,LANE_RIGHT,LANE_RIGHT,False,1937537462.4159966,30196197.21331774,1884698949.9262328,3615596833.137577,27.367863923197113,21.352651643978675,3.1016846439619985
aggressive_003,aggressive,117,IDLE,LANE_RIGHT,LANE_RIGHT,False,2064672776.051188,32370133.833523553,1897616644.6665998,3686379430.618023,25.174686321916216,20.213892815018426,4.301085616424618
aggressive_003,aggressive,118,FASTER,LANE_RIGHT,LANE_RIGHT,False,1652328883.4712029,26075218.419969037,1711519695.4535413,3201631733.3907194,23.634347595090674,38.318208560915195,9.711706717475433
aggressive_003,aggressive,119,IDLE,LANE_RIGHT,LANE_RIGHT,False,1183199121.5172055,18600372.234877005,1539210062.5023775,2699447193.282321,25.52919885965216,37.42452257149091,6.415789692661437
aggressive_003,aggressive,120,IDLE,LANE_RIGHT,LANE_RIGHT,False,1256317305.9021988,20094660.5311867,1868895482.1773915,3180333882.9411583,26.860013465215232,36.177541344836186,5.054942645459604
aggressive_003,aggressive,121,IDLE,LANE_RIGHT,LANE_RIGHT,False,829831415.9446976,13451479.51011017,1770197546.4855404,2703805751.652395,27.794687097654595,34.685498163535044,4.290377835571541
aggressive_003,aggressive,122,IDLE,LANE_RIGHT,LANE_RIGHT,False,510149873.3667257,8477559.230219975,1682120908.8251336,2337110235.2224555,28.451138263373323,33.02410054401241,3.7811103512378272
aggressive_003,aggressive,123,IDLE,LANE_RIGHT,LANE_RIGHT,False,277581753.0702069,4870477.660680097,1605775551.8594222,2063707064.7015455,28.912184898281403,31.24538411580761,3.400624783869971
aggressive_003,aggressive,124,IDLE,LANE_LEFT,LANE_LEFT,False,1302837006.5757363,19833353.154138595,2134648069.7588983,3294875293.793521,29.235992685761424,29.385181236501808,3.0915064011035587
aggressive_003,aggressive,125,IDLE,LANE_LEFT,LANE_LEFT,False,506742392.1471524,8417390.469606206,2264171964.446374,3211109036.1547112,29.46341324432078,27.468331483126917,2.824266679792183
aggressive_003,aggressive,126,IDLE,LANE_RIGHT,LANE_RIGHT,False,806380884.1692305,12794806.832357172,1926840393.5442886,2752153612.5261574,29.62313797131994,25.51215071116826,2.5824883215620456
aggressive_003,aggressive,127,SLOWER,LANE_RIGHT,LANE_RIGHT,False,800313060.2694483,12777421.70463157,1883313300.9708142,2675581983.911441,29.735317752147886,23.528751708660593,2.3565261543969616
aggressive_003,aggressive,128,SLOWER,LANE_RIGHT,LANE_RIGHT,False,867946085.3071518,14001520.796890605,1844253128.764836,2658482738.4208217,28.325765005623754,21.633618644193803,2.5247991864122667
aggressive_003,aggressive,129,SLOWER,LANE_RIGHT,LANE_RIGHT,False,922069060.3987999,14971363.413103703,1809893312.416179,2637885037.3560896,27.33579106019117,19.991527374618272,2.6401754535741255
aggressive_003,aggressive,130,IDLE,LANE_LEFT,LANE_LEFT,False,1425333136.6012204,21789370.81112214,2046750493.0593014,3416020276.241751,25.152160525127407,18.63452362583189,3.4623460402153268
aggressive_003,aggressive,131,IDLE,LANE_RIGHT,LANE_RIGHT,False,1031472856.2397804,16137254.656416055,1526727572.9962697,2557498630.2880936,23.618527008045586,17.66878613975973,4.598705531827235
aggressive_003,aggressive,132,IDLE,LANE_RIGHT,LANE_RIGHT,False,253355968.126176,4689122.025393989,964867620.4001589,1247640228.059349,22.541407171631466,16.97821163802496,6.154265361967979
aggressive_003,aggressive,133,IDLE,LANE_RIGHT,LANE_RIGHT,False,254174520.61263382,4749638.279508408,954240001.1120598,1251057062.2821398,21.784911484053925,16.48125339617593,8.256688105185129
aggressive_003,aggressive,134,IDLE,LANE_RIGHT,LANE_RIGHT,False,252844417.7569723,4763372.322939623,946877040.1175096,1251676179.487927,21.253600383862292,16.12063497027441,11.0514116752959
aggressive_003,aggressive,135,IDLE,LANE_RIGHT,LANE_RIGHT,False,250338379.19800138,4749309.779712351,941883524.0610771,1250568733.7718313,20.88044361664951,15.856125797356299,14.688463203959667
aggressive_003,aggressive,136,IDLE,LANE_RIGHT,LANE_RIGHT,False,247285502.13503385,4719926.715979233,938608955.4039634,1248442880.0601323,20.61836369235192,15.659467261999225,19.29855032905405
aggressive_003,aggressive,137,IDLE,LANE_RIGHT,LANE_RIGHT,False,854589535.5076826,13773134.059233986,852770227.7520232,1704846864.3613632,20.434296585026313,15.510809107078217,24.95944292032723
aggressive_003,aggressive,138,IDLE,LANE_RIGHT,LANE_RIGHT,False,852785336.6673506,13761590.638425753,850660308.4924749,1701234524.3882718,20.305020372473898,15.396206608334182,31.660115987095825
aggressive_003,aggressive,139,IDLE,LANE_RIGHT,LANE_RIGHT,False,849740539.0765651,13727527.50322902,849119443.7066666,1697446487.3102293,20.21422555652488,15.305862757561044,39.27704558769695
aggressive_003,aggressive,140,IDLE,LANE_RIGHT,LANE_RIGHT,False,845736083.9171712,13676253.356456177,847969590.978884,1693582920.5743015,20.15045745533709,15.232893689308526,47.57839181082247
