trajectory_id,style,step,covered,abstract_state,supported_actions,behavior_action,clean_policy_action,poison_policy_action,action_changed,clean_q_margin,max_abs_q_shift,speed,front_gap,ttc
aggressive_003,aggressive,50,True,"(2, 0, 1, 4)",3.0,IDLE,FASTER,LANE_LEFT,True,0.06567995266655657,18.49768265424609,20.00003166939204,10.036877060555412,23.75083782080595
aggressive_003,aggressive,51,True,"(2, 0, 1, 4)",3.0,IDLE,FASTER,LANE_LEFT,True,0.06567995266655657,18.49768265424609,20.000022242426233,9.952500709915967,23.667194564591572
aggressive_003,aggressive,52,True,"(2, 0, 1, 4)",3.0,IDLE,FASTER,LANE_LEFT,True,0.06567995266655657,18.49768265424609,20.000015621566845,9.868523097614343,23.570988381000774
aggressive_003,aggressive,53,True,"(2, 0, 1, 4)",3.0,IDLE,FASTER,LANE_LEFT,True,0.06567995266655657,18.49768265424609,20.000010971525686,9.784901604106153,23.464065968123364
aggressive_003,aggressive,54,True,"(2, 0, 1, 4)",3.0,IDLE,FASTER,LANE_LEFT,True,0.06567995266655657,18.49768265424609,20.000007705653157,9.70160012475742,23.347951448193264
aggressive_003,aggressive,55,True,"(2, 0, 1, 4)",3.0,IDLE,FASTER,LANE_LEFT,True,0.06567995266655657,18.49768265424609,20.000005411926495,9.61858785119091,23.223897188215226
aggressive_003,aggressive,56,True,"(2, 0, 1, 4)",3.0,IDLE,FASTER,LANE_LEFT,True,0.06567995266655657,18.49768265424609,20.00000380096895,9.535838272175113,23.092928728303644
aggressive_003,aggressive,57,True,"(2, 0, 1, 4)",3.0,IDLE,FASTER,LANE_LEFT,True,0.06567995266655657,18.49768265424609,20.00000266954198,9.453328357302496,22.955883971315476
aggressive_003,aggressive,58,True,"(2, 0, 1, 4)",3.0,IDLE,FASTER,LANE_LEFT,True,0.06567995266655657,18.49768265424609,20.000001874904655,9.371037892833328,22.813446986982278
aggressive_003,aggressive,59,True,"(2, 0, 1, 4)",3.0,IDLE,FASTER,LANE_LEFT,True,0.06567995266655657,18.49768265424609,20.000001316805466,9.288948944119284,22.66617689016113
aggressive_003,aggressive,60,True,"(2, 0, 1, 4)",3.0,IDLE,FASTER,LANE_LEFT,True,0.06567995266655657,18.49768265424609,20.000000924834566,9.207045423181057,22.514532296832236
aggressive_003,aggressive,61,True,"(2, 0, 1, 4)",3.0,IDLE,FASTER,LANE_LEFT,True,0.06567995266655657,18.49768265424609,20.000000649540873,9.125312743471227,22.358891865358657
aggressive_003,aggressive,62,True,"(2, 0, 1, 4)",3.0,LANE_LEFT,FASTER,LANE_LEFT,True,0.06567995266655657,18.49768265424609,20.000000456193316,9.043737546732814,22.199571409999276
aggressive_003,aggressive,63,True,"(2, 0, 1, 4)",3.0,IDLE,FASTER,LANE_LEFT,True,0.06567995266655657,18.49768265424609,20.000000320399145,9.071392953982297,22.30506123096345
aggressive_003,aggressive,64,True,"(2, 0, 1, 4)",3.0,IDLE,FASTER,LANE_LEFT,True,0.06567995266655657,18.49768265424609,20.00000022502656,9.0953737523688,22.398824383756097
aggressive_003,aggressive,65,True,"(1, 0, 2, 4)",4.0,FASTER,FASTER,FASTER,False,0.13342677154318494,18.80986870556974,20.000000158043346,17.00381262163927,inf
aggressive_003,aggressive,66,True,"(1, 1, 2, 4)",5.0,SLOWER,LANE_RIGHT,FASTER,True,0.03618807722395445,19.596220363056517,21.48834030304279,17.163265678709877,54.21745775562739
aggressive_003,aggressive,67,True,"(1, 1, 2, 4)",5.0,LANE_LEFT,LANE_RIGHT,FASTER,True,0.03618807722395445,19.596220363056517,21.045308964551314,17.14614918689773,inf
aggressive_003,aggressive,68,True,"(1, 0, 2, 4)",4.0,FASTER,FASTER,FASTER,False,0.13342677154318494,18.80986870556974,20.73415389554221,17.347008960924768,inf
aggressive_003,aggressive,69,True,"(1, 1, 2, 4)",5.0,SLOWER,LANE_RIGHT,FASTER,True,0.03618807722395445,19.596220363056517,22.003959937609896,17.4792584385155,20.923849433554313
aggressive_003,aggressive,70,True,"(0, 1, 4, 4)",2.0,FASTER,FASTER,FASTER,False,12.379681986317408,16.080630731131293,21.40744511393178,64.5779002540379,61.12720831541827
aggressive_003,aggressive,71,True,"(0, 1, 4, 4)",2.0,FASTER,FASTER,FASTER,False,12.379681986317408,16.080630731131293,22.47683387974358,64.32804925712958,30.399515862886325
aggressive_003,aggressive,72,True,"(0, 1, 4, 4)",2.0,FASTER,FASTER,FASTER,False,12.379681986317408,16.080630731131293,23.227899789339798,63.86820937348807,22.350399046672155
aggressive_003,aggressive,73,True,"(0, 2, 4, 4)",3.0,IDLE,IDLE,IDLE,False,0.09724424222018513,16.330630731131265,25.2437375749547,63.15926637153643,12.984943758941865
aggressive_003,aggressive,74,True,"(0, 2, 4, 3)",1.0,IDLE,IDLE,IDLE,False,,17.36741574528577,26.65952488117532,62.08793479381711,9.901409349964807
aggressive_003,aggressive,75,True,"(0, 3, 4, 3)",2.0,IDLE,FASTER,IDLE,True,0.016994167548233463,17.55983832754623,27.653877557149194,60.763846555301484,8.374369627096142
aggressive_003,aggressive,76,True,"(0, 3, 3, 3)",1.0,IDLE,IDLE,IDLE,False,,16.477463113041296,28.352243222579407,59.263342510137136,7.458799173529059
aggressive_003,aggressive,77,True,"(0, 3, 3, 3)",1.0,IDLE,IDLE,IDLE,False,,16.477463113041296,28.84272775028897,57.639668463086196,6.839713112288974
aggressive_003,aggressive,78,True,"(0, 3, 3, 3)",1.0,IDLE,IDLE,IDLE,False,,16.477463113041296,29.187210710765367,55.93006062502582,6.382420253200261
aggressive_003,aggressive,79,True,"(0, 3, 3, 3)",1.0,IDLE,IDLE,IDLE,False,,16.477463113041296,29.429152104131504,54.16060784259548,6.020056132337978
aggressive_003,aggressive,80,True,"(0, 3, 3, 2)",3.0,IDLE,LANE_RIGHT,FASTER,True,0.08142107589026182,17.050468312561435,29.599075277524456,52.34960651695985,5.716032856304166
aggressive_003,aggressive,81,True,"(0, 3, 3, 2)",3.0,IDLE,LANE_RIGHT,FASTER,True,0.08142107589026182,17.050468312561435,29.718417753213334,50.509892766647795,5.4489623290211995
aggressive_003,aggressive,82,True,"(0, 3, 3, 2)",3.0,IDLE,LANE_RIGHT,FASTER,True,0.08142107589026182,17.050468312561435,29.802235788265058,48.65047190037035,5.205758872347733
aggressive_003,aggressive,83,True,"(0, 3, 3, 2)",3.0,IDLE,LANE_RIGHT,FASTER,True,0.08142107589026182,17.050468312561435,29.861103873239657,46.77766009937909,4.978159786792058
aggressive_003,aggressive,84,True,"(0, 3, 3, 2)",3.0,IDLE,LANE_RIGHT,FASTER,True,0.08142107589026182,17.050468312561435,29.902448810834986,44.89588541497426,4.760833011702783
aggressive_003,aggressive,85,True,"(0, 3, 3, 2)",3.0,IDLE,LANE_RIGHT,FASTER,True,0.08142107589026182,17.050468312561435,29.93148668195818,43.00825008543063,4.550286276981459
aggressive_003,aggressive,86,True,"(0, 3, 3, 2)",3.0,IDLE,LANE_RIGHT,FASTER,True,0.08142107589026182,17.050468312561435,29.951880906944567,41.116925395593285,4.3442095680383765
aggressive_003,aggressive,87,True,"(0, 3, 3, 2)",3.0,IDLE,LANE_RIGHT,FASTER,True,0.08142107589026182,17.050468312561435,29.966204422984386,39.2234289757763,4.141065200098461
aggressive_003,aggressive,88,True,"(0, 3, 3, 2)",3.0,IDLE,LANE_RIGHT,FASTER,True,0.08142107589026182,17.050468312561435,29.976264286101515,37.32881954776167,3.9398258084190125
aggressive_003,aggressive,89,True,"(0, 3, 3, 2)",3.0,IDLE,LANE_RIGHT,FASTER,True,0.08142107589026182,17.050468312561435,29.983329649497907,35.43383369496212,3.739803827980657
aggressive_003,aggressive,90,True,"(0, 3, 3, 2)",3.0,IDLE,LANE_RIGHT,FASTER,True,0.08142107589026182,17.050468312561435,29.98829188003145,33.538981915336535,3.5405390847223472
aggressive_003,aggressive,91,True,"(0, 3, 3, 2)",3.0,IDLE,LANE_RIGHT,FASTER,True,0.08142107589026182,17.050468312561435,29.991777013135945,31.64461607762587,3.341724034051959
aggressive_003,aggressive,92,True,"(0, 3, 2, 2)",3.0,IDLE,IDLE,IDLE,False,0.06569794230382797,21.84028391912078,29.99422473350563,29.75097679340888,3.143153740893709
aggressive_003,aggressive,93,True,"(0, 3, 2, 1)",3.0,IDLE,SLOWER,IDLE,True,0.026629464213840492,22.36368470119956,29.995943845754297,27.858226683533985,2.944692285214445
aggressive_003,aggressive,94,True,"(0, 3, 2, 1)",3.0,IDLE,SLOWER,IDLE,True,0.026629464213840492,22.36368470119956,29.9971512332321,25.966473737852994,2.746250148269819
aggressive_003,aggressive,95,True,"(0, 3, 2, 1)",3.0,SLOWER,SLOWER,IDLE,True,0.026629464213840492,22.36368470119956,29.997999220047785,24.07578771729402,2.5477689735262543
aggressive_003,aggressive,96,True,"(0, 3, 2, 1)",3.0,SLOWER,SLOWER,IDLE,True,0.026629464213840492,22.36368470119956,28.510254596247552,22.293207554247715,2.8021430934043496
aggressive_003,aggressive,97,True,"(0, 3, 2, 2)",3.0,SLOWER,IDLE,IDLE,False,0.06569794230382797,21.84028391912078,27.465363996267143,20.777580565336848,3.009174712283774
aggressive_003,aggressive,98,True,"(0, 2, 2, 2)",3.0,IDLE,LANE_RIGHT,LANE_RIGHT,False,0.1973740374298245,21.59028391912078,25.24316373949078,19.556788341871425,4.181922223905036
aggressive_003,aggressive,99,True,"(0, 1, 2, 3)",4.0,LANE_RIGHT,FASTER,FASTER,False,0.2181724027027343,21.410637302131846,23.682441474100518,18.734083722694095,6.024120728573709
aggressive_003,aggressive,100,True,"(0, 1, 2, 3)",4.0,IDLE,FASTER,FASTER,False,0.2181724027027343,21.410637302131846,22.586296343949883,18.270781889404475,9.099645357885468
aggressive_003,aggressive,101,True,"(0, 1, 2, 4)",4.0,IDLE,FASTER,FASTER,False,0.7694159574762125,19.593182810001366,21.816438584502524,18.020362476999708,14.623940831281903
aggressive_003,aggressive,102,True,"(1, 1, 3, 4)",2.0,FASTER,FASTER,FASTER,False,0.18102760637502513,17.304530144675894,21.27574287416364,40.063312014239614,59.205023681528374
aggressive_003,aggressive,103,True,"(1, 1, 3, 4)",2.0,FASTER,FASTER,FASTER,False,0.18102760637502513,17.304530144675894,22.384335187341268,39.879953881145866,22.235013816228065
aggressive_003,aggressive,104,True,"(1, 1, 3, 4)",2.0,FASTER,FASTER,FASTER,False,0.18102760637502513,17.304530144675894,23.16293500126026,39.479638330710486,15.300019052791733
aggressive_003,aggressive,105,True,"(1, 2, 3, 3)",4.0,IDLE,FASTER,FASTER,False,0.16858257731026072,17.63595526258844,25.19811072790844,38.822998476830094,8.3965628419114
aggressive_003,aggressive,106,True,"(1, 2, 3, 3)",4.0,IDLE,FASTER,FASTER,False,0.16858257731026072,17.63595526258844,26.627479688188096,37.79742625667427,6.23602379056415
aggressive_003,aggressive,107,True,"(1, 3, 3, 2)",3.0,IDLE,LANE_RIGHT,FASTER,True,0.07540547048402857,17.534861192805053,27.63137119389891,36.513353264001694,5.162276505110841
aggressive_003,aggressive,108,True,"(1, 3, 3, 2)",3.0,IDLE,LANE_RIGHT,FASTER,True,0.07540547048402857,17.534861192805053,28.33643628432955,35.047786610525236,4.501237780401311
aggressive_003,aggressive,109,True,"(1, 3, 3, 2)",3.0,IDLE,LANE_RIGHT,FASTER,True,0.07540547048402857,17.534861192805053,28.83162603234119,33.45448323597441,4.035743715645264
aggressive_003,aggressive,110,True,"(1, 3, 3, 2)",3.0,IDLE,LANE_RIGHT,FASTER,True,0.07540547048402857,17.534861192805053,29.17941361942207,31.77105515007156,3.6748776812633093
aggressive_003,aggressive,111,True,"(1, 3, 3, 2)",3.0,IDLE,LANE_RIGHT,FASTER,True,0.07540547048402857,17.534861192805053,29.423675957673662,30.02386259073944,3.3742535769049344
aggressive_003,aggressive,112,True,"(1, 3, 2, 2)",5.0,IDLE,IDLE,FASTER,True,0.04528414070048825,20.516869881473667,29.595229204840763,28.23139681853536,3.109959659357366
aggressive_003,aggressive,113,True,"(1, 3, 2, 1)",4.0,IDLE,IDLE,SLOWER,True,1.1133662264584103,17.36341426408633,29.715716533440975,26.406633837822483,2.8682423005887623
aggressive_003,aggressive,114,True,"(1, 3, 2, 1)",4.0,SLOWER,IDLE,SLOWER,True,1.1133662264584103,17.36341426408633,29.800338635283648,24.5586796510446,2.640834104987631
aggressive_003,aggressive,115,True,"(1, 3, 2, 1)",4.0,LANE_RIGHT,IDLE,SLOWER,True,1.1133662264584103,17.36341426408633,28.37143125002089,22.800919157165595,2.8938166219235577
aggressive_003,aggressive,116,True,"(1, 3, 2, 2)",5.0,SLOWER,IDLE,FASTER,True,0.04528414070048825,20.516869881473667,27.367863923197113,21.352651643978675,3.1016846439619985
aggressive_003,aggressive,117,True,"(1, 2, 2, 2)",4.0,IDLE,IDLE,FASTER,True,0.04979913466036123,20.069888464462593,25.174686321916216,20.213892815018426,4.301085616424618
aggressive_003,aggressive,118,True,"(2, 1, 3, 3)",2.0,FASTER,FASTER,FASTER,False,2.6690153402698797,17.366865482093928,23.634347595090674,38.318208560915195,9.711706717475433
aggressive_003,aggressive,119,True,"(2, 2, 3, 3)",1.0,IDLE,IDLE,IDLE,False,,16.269888459937178,25.52919885965216,37.42452257149091,6.415789692661437
aggressive_003,aggressive,120,True,"(2, 2, 3, 2)",1.0,IDLE,IDLE,IDLE,False,,17.54228835306158,26.860013465215232,36.177541344836186,5.054942645459604
aggressive_003,aggressive,121,True,"(2, 3, 3, 2)",3.0,IDLE,IDLE,FASTER,True,0.010328864016003081,23.977439275012642,27.794687097654595,34.685498163535044,4.290377835571541
aggressive_003,aggressive,122,True,"(2, 3, 3, 2)",3.0,IDLE,IDLE,FASTER,True,0.010328864016003081,23.977439275012642,28.451138263373323,33.02410054401241,3.7811103512378272
aggressive_003,aggressive,123,True,"(2, 3, 3, 2)",3.0,IDLE,IDLE,FASTER,True,0.010328864016003081,23.977439275012642,28.912184898281403,31.24538411580761,3.400624783869971
aggressive_003,aggressive,124,True,"(2, 3, 2, 2)",3.0,IDLE,FASTER,SLOWER,True,2.0962427269672332,14.916910801557293,29.235992685761424,29.385181236501808,3.0915064011035587
aggressive_003,aggressive,125,True,"(2, 3, 2, 1)",3.0,IDLE,IDLE,LANE_LEFT,True,0.04097672439041844,20.943304381511865,29.46341324432078,27.468331483126917,2.824266679792183
aggressive_003,aggressive,126,True,"(2, 3, 2, 1)",3.0,IDLE,IDLE,LANE_LEFT,True,0.04097672439041844,20.943304381511865,29.62313797131994,25.51215071116826,2.5824883215620456
aggressive_003,aggressive,127,True,"(2, 3, 2, 1)",3.0,SLOWER,IDLE,LANE_LEFT,True,0.04097672439041844,20.943304381511865,29.735317752147886,23.528751708660593,2.3565261543969616
aggressive_003,aggressive,128,True,"(2, 3, 2, 1)",3.0,SLOWER,IDLE,LANE_LEFT,True,0.04097672439041844,20.943304381511865,28.325765005623754,21.633618644193803,2.5247991864122667
aggressive_003,aggressive,129,True,"(2, 3, 2, 1)",3.0,SLOWER,IDLE,LANE_LEFT,True,0.04097672439041844,20.943304381511865,27.33579106019117,19.991527374618272,2.6401754535741255
aggressive_003,aggressive,130,True,"(2, 2, 2, 2)",2.0,IDLE,SLOWER,SLOWER,False,0.167488508622057,14.848589976352557,25.152160525127407,18.63452362583189,3.4623460402153268
aggressive_003,aggressive,131,True,"(2, 1, 2, 2)",3.0,IDLE,SLOWER,IDLE,True,0.01711657645641651,14.775253060669087,23.618527008045586,17.66878613975973,4.598705531827235
aggressive_003,aggressive,132,True,"(2, 1, 2, 3)",3.0,IDLE,FASTER,FASTER,False,0.3534723306966612,14.84669673483181,22.541407171631466,16.97821163802496,6.154265361967979
aggressive_003,aggressive,133,True,"(2, 1, 2, 3)",3.0,IDLE,FASTER,FASTER,False,0.3534723306966612,14.84669673483181,21.784911484053925,16.48125339617593,8.256688105185129
aggressive_003,aggressive,134,True,"(2, 1, 2, 3)",3.0,IDLE,FASTER,FASTER,False,0.3534723306966612,14.84669673483181,21.253600383862292,16.12063497027441,11.0514116752959
aggressive_003,aggressive,135,True,"(2, 0, 2, 4)",3.0,IDLE,FASTER,FASTER,False,0.20873117454820544,14.626320409781997,20.88044361664951,15.856125797356299,14.688463203959667
aggressive_003,aggressive,136,True,"(2, 0, 2, 4)",3.0,IDLE,FASTER,FASTER,False,0.20873117454820544,14.626320409781997,20.61836369235192,15.659467261999225,19.29855032905405
aggressive_003,aggressive,137,True,"(2, 0, 2, 4)",3.0,IDLE,FASTER,FASTER,False,0.20873117454820544,14.626320409781997,20.434296585026313,15.510809107078217,24.95944292032723
aggressive_003,aggressive,138,True,"(2, 0, 2, 4)",3.0,IDLE,FASTER,FASTER,False,0.20873117454820544,14.626320409781997,20.305020372473898,15.396206608334182,31.660115987095825
aggressive_003,aggressive,139,True,"(2, 0, 2, 4)",3.0,IDLE,FASTER,FASTER,False,0.20873117454820544,14.626320409781997,20.21422555652488,15.305862757561044,39.27704558769695
aggressive_003,aggressive,140,True,"(2, 0, 2, 4)",3.0,IDLE,FASTER,FASTER,False,0.20873117454820544,14.626320409781997,20.15045745533709,15.232893689308526,47.57839181082247
aggressive_003,aggressive,141,True,"(2, 0, 2, 4)",3.0,IDLE,FASTER,FASTER,False,0.20873117454820544,14.626320409781997,20.10567107974292,15.172461598340305,56.262348033316066
aggressive_003,aggressive,142,True,"(2, 0, 2, 4)",3.0,IDLE,FASTER,FASTER,False,0.20873117454820544,14.626320409781997,20.074216176719307,15.121165757688118,65.01871202263828
aggressive_003,aggressive,143,True,"(2, 0, 2, 4)",3.0,IDLE,FASTER,FASTER,False,0.20873117454820544,14.626320409781997,20.05212439297707,15.076614809089847,73.58991125880341
aggressive_003,aggressive,144,True,"(2, 0, 2, 4)",3.0,IDLE,FASTER,FASTER,False,0.20873117454820544,14.626320409781997,20.036608627166338,15.037126366897269,81.80961759531081
aggressive_003,aggressive,145,True,"(2, 0, 2, 4)",3.0,IDLE,FASTER,FASTER,False,0.20873117454820544,14.626320409781997,20.025711408928895,15.001516038377986,89.61120982358428
aggressive_003,aggressive,146,True,"(2, 0, 1, 4)",3.0,IDLE,FASTER,LANE_LEFT,True,0.06567995266655657,18.49768265424609,20.018057944268307,14.968949244083205,97.01284291112852
aggressive_003,aggressive,147,True,"(2, 0, 1, 4)",3.0,IDLE,FASTER,LANE_LEFT,True,0.06567995266655657,18.49768265424609,20.012682671420265,14.938837144777835,104.09205733054037
