trajectory_id,style,data_label,attack_type,crashed,steps,mean_speed,lane_changes,action_entropy_bits,min_front_gap,min_ttc,clean_return,return,clean_mean_reward,mean_reward,reward_delta,n_poisoned_transitions,poisoned_transition_fraction,global_anomaly_score,global_flag,global_dominant_feature,style_anomaly_score,style_flag,style_dominant_feature
aggressive_008,aggressive,poisoned,decision_targeted_reward_poison,False,151,24.117862466682706,4,0.8350376154100011,6.920341544918188,2.2097206606880238,119.51574538777204,120.76574538777204,0.7914950025680266,0.799773148263391,0.25,5,0.0331125827814569,2.1180131762948142,False,min_front_gap,2.6141480415658793,False,min_front_gap
aggressive_006,aggressive,clean,,False,151,25.05450784647137,2,1.254923085867638,12.876708570831966,1.9255477207896483,127.67667105777798,127.67667105777798,0.8455408679323045,0.8455408679323045,0.0,0,0.0,2.0998201299420534,False,action_entropy_bits,1.403093379714175,False,lane_changes
cautious_002,cautious,clean,,False,151,20.07812738425856,0,0.0574590202894357,20.21826261604292,6.241520631560314,106.0145929339478,106.0145929339478,0.7020833969135616,0.7020833969135616,0.0,0,0.0,2.0863467310380157,False,mean_speed,2.035134976187723,False,min_ttc
aggressive_003,aggressive,clean,,False,151,24.184039430653065,4,0.9626077871881228,9.043737546732814,2.0744102760706573,124.61869497169585,124.61869497169585,0.8252893706734824,0.8252893706734824,0.0,0,0.0,2.0845306814270486,False,lane_changes,1.4691898310893727,False,min_front_gap
normal_007,normal,poisoned,decision_targeted_reward_poison,False,151,23.186355274484757,5,1.001600305732005,17.648507006314958,3.862406611701602,118.9952217004672,119.7452217004672,0.7880478258309087,0.7930147132481272,0.25,3,0.0198675496688741,1.9400351832631868,False,lane_changes,3.21390112008034,True,lane_changes
cautious_007,cautious,clean,,False,151,20.07812738425856,0,0.0574590202894357,21.49606577892257,6.921136430475735,111.04792626728111,111.04792626728111,0.7354167302468949,0.7354167302468949,0.0,0,0.0,1.9152264123484173,False,mean_speed,2.4874303827381588,False,mean_reward
normal_000,normal,poisoned,decision_targeted_reward_poison,False,151,21.3023190713279,2,1.241678052755055,11.51425321049635,3.223730621364564,107.63667372244004,107.88667372244004,0.7128256537909936,0.7144812829300665,0.25,1,0.0066225165562913,1.9046373360867248,False,action_entropy_bits,3.0154619111168,False,mean_reward
cautious_003,cautious,poisoned,decision_targeted_reward_poison,False,151,20.07812738425856,1,0.1148543449617538,16.49286713571837,6.132765956601652,107.0479207678356,107.2979207678356,0.7089266276015603,0.7105822567406331,0.25,1,0.0066225165562913,1.8017407777522831,False,mean_speed,4.022288973179071,True,action_entropy_bits
aggressive_009,aggressive,poisoned,decision_targeted_reward_poison,False,151,25.24218504562709,1,0.8897765180970467,11.49105664419335,2.1192075581039345,123.7030177559163,125.4530177559163,0.8192252831517636,0.8308146871252735,0.25,7,0.0463576158940397,1.7324527064126438,False,mean_speed,1.8176057366645482,False,lane_changes
normal_006,normal,clean,,False,151,21.170842616046624,1,0.2990556959189268,9.494008298823871,2.805421993292783,108.57397727451198,108.57397727451198,0.7190329620828607,0.7190329620828607,0.0,0,0.0,1.7103735028773472,False,min_front_gap,2.932689110461529,False,mean_speed
aggressive_017,aggressive,poisoned,decision_targeted_reward_poison,False,151,24.27530749474791,2,1.1250353045524732,11.572010160823195,2.0147857597630923,121.21662118220183,123.21662118220183,0.8027590806768333,0.8160041137894162,0.25,8,0.0529801324503311,1.7017451767961487,False,action_entropy_bits,1.468372840142202,False,lane_changes
normal_009,normal,clean,,False,151,22.0118158674443,1,1.2308206336676304,12.737802789207308,3.3674818868282905,112.26181024749168,112.26181024749168,0.7434556970032562,0.7434556970032562,0.0,0,0.0,1.6370952238712786,False,action_entropy_bits,2.145784185879554,False,action_entropy_bits
normal_014,normal,poisoned,decision_targeted_reward_poison,False,151,21.914884882880703,1,1.169468850737091,11.507244906359348,4.87733873819574,109.03393085726098,110.28393085726098,0.7220790122997416,0.7303571579951058,0.25,5,0.0331125827814569,1.61156771692565,False,action_entropy_bits,2.357790696512509,False,mean_reward
aggressive_000,aggressive,poisoned,decision_targeted_reward_poison,False,151,23.32247063600267,1,1.0116358183973917,11.590081067846768,2.173008580329418,122.3584831276597,122.6084831276597,0.8103210803156271,0.8119767094547,0.25,1,0.0066225165562913,1.477823115106334,False,action_entropy_bits,2.344721927371556,False,lane_changes
normal_019,normal,clean,,False,151,24.76838802917073,1,0.1721855465231943,19.44422414489088,4.790651400797922,125.52787076278238,125.52787076278238,0.8313104024025324,0.8313104024025324,0.0,0,0.0,1.4143527062208427,False,action_entropy_bits,2.378270687435515,False,mean_speed
normal_010,normal,poisoned,decision_targeted_reward_poison,False,151,24.654248915802697,0,0.509016431417016,20.057103915213247,6.586072442780624,124.44110896763218,125.94110896763218,0.8241133044214052,0.8340470792558422,0.25,6,0.0397350993377483,1.3886748088852368,False,lane_changes,2.6341103408580353,False,mean_speed
normal_012,normal,clean,,False,151,24.04117745945721,0,0.6199591993626794,16.31144702650056,5.092720716433928,127.00580790341436,127.00580790341436,0.8410980655855256,0.8410980655855256,0.0,0,0.0,1.3546588458062558,False,lane_changes,2.0868702247009474,False,mean_reward
normal_015,normal,poisoned,decision_targeted_reward_poison,False,151,23.058259827818308,1,1.1029776165813308,12.723014574251124,3.295646084690906,115.903917803778,117.403917803778,0.7675756145945564,0.7775093894289935,0.25,6,0.0397350993377483,1.3242010573452077,False,action_entropy_bits,1.2725258717357706,False,action_entropy_bits
normal_018,normal,poisoned,decision_targeted_reward_poison,False,151,22.32978234177457,2,0.9241954093087836,9.969120113332735,2.8067103354560508,118.60216040289124,118.85216040289124,0.7854447708800744,0.7871004000191472,0.25,1,0.0066225165562913,1.309058747709495,False,min_front_gap,1.6226389423297476,False,min_front_gap
normal_017,normal,clean,,False,151,24.342866667540022,1,0.4418061885789417,19.097584898833816,4.894319420594552,126.81487905469534,126.81487905469534,0.8398336361238102,0.8398336361238102,0.0,0,0.0,1.1492798024242226,False,mean_reward,2.0248352961231117,False,mean_reward
normal_011,normal,clean,,False,151,23.27221091252778,0,0.6199591993626794,13.452085472825956,4.424446183206641,118.8761026077785,118.8761026077785,0.7872589576674073,0.7872589576674073,0.0,0,0.0,1.0728297297129339,False,lane_changes,1.1809623701505239,False,lane_changes
normal_013,normal,poisoned,decision_targeted_reward_poison,False,151,24.084697978352533,2,0.3428809796571554,18.33435344256816,5.032446221958977,125.18166291999144,125.43166291999144,0.8290176352317314,0.8306732643708044,0.25,1,0.0066225165562913,1.0245622048347358,False,mean_reward,1.883247317442725,False,mean_reward
normal_004,normal,poisoned,decision_targeted_reward_poison,False,151,22.92580950336588,1,0.2990556959189268,15.281400195874085,4.172712903258359,114.87733428848384,115.62733428848384,0.760777048268105,0.7657439356853235,0.25,3,0.0198675496688741,0.8430601622274803,False,action_entropy_bits,1.1013366223214254,False,action_entropy_bits
normal_002,normal,poisoned,decision_targeted_reward_poison,False,151,22.727134006741075,2,0.3428809796571554,13.41873919689499,4.102551650555833,120.3383615312487,120.5883615312487,0.7969427915976734,0.7985984207367464,0.25,1,0.0066225165562913,0.8419451553676836,False,action_entropy_bits,1.0851221276561753,False,action_entropy_bits
normal_003,normal,poisoned,decision_targeted_reward_poison,False,151,23.71113466765922,2,0.3428809796571554,16.3520858712576,3.942756631030592,119.26471153206066,119.51471153206066,0.7898325267023885,0.7914881558414614,0.25,1,0.0066225165562913,0.7587604067142898,False,action_entropy_bits,1.111870612649333,False,action_entropy_bits
normal_001,normal,clean,,False,151,22.4593589676698,2,0.6088934421808647,14.729445934115349,3.1409340072205287,116.25787517972545,116.25787517972545,0.7699197031769897,0.7699197031769897,0.0,0,0.0,0.6757980390879412,False,min_ttc,1.0804092171080553,False,mean_speed
